movie_id,genreId
19995,28.0
19995,12.0
19995,14.0
19995,878.0
285,12.0
285,14.0
285,28.0
206647,28.0
206647,12.0
206647,80.0
49026,28.0
49026,80.0
49026,18.0
49026,53.0
49529,28.0
49529,12.0
49529,878.0
559,14.0
559,28.0
559,12.0
38757,16.0
38757,10751.0
99861,28.0
99861,12.0
99861,878.0
767,12.0
767,14.0
767,10751.0
209112,28.0
209112,12.0
209112,14.0
1452,12.0
1452,14.0
1452,28.0
1452,878.0
10764,12.0
10764,28.0
10764,53.0
10764,80.0
58,12.0
58,14.0
58,28.0
57201,28.0
57201,12.0
57201,37.0
49521,28.0
49521,12.0
49521,14.0
49521,878.0
2454,12.0
2454,10751.0
2454,14.0
24428,878.0
24428,28.0
24428,12.0
1865,12.0
1865,28.0
1865,14.0
41154,28.0
41154,35.0
41154,878.0
122917,28.0
122917,12.0
122917,14.0
1930,28.0
1930,12.0
1930,14.0
20662,28.0
20662,12.0
57158,12.0
57158,14.0
2268,12.0
2268,14.0
254,12.0
254,18.0
254,28.0
597,18.0
597,10749.0
597,53.0
271110,12.0
271110,28.0
271110,878.0
44833,53.0
44833,28.0
44833,12.0
44833,878.0
135397,28.0
135397,12.0
135397,878.0
135397,53.0
37724,28.0
37724,12.0
37724,53.0
558,28.0
558,12.0
558,14.0
68721,28.0
68721,12.0
68721,878.0
12155,10751.0
12155,14.0
12155,12.0
36668,12.0
36668,28.0
36668,878.0
36668,53.0
62211,16.0
62211,10751.0
8373,878.0
8373,28.0
8373,12.0
91314,878.0
91314,28.0
91314,12.0
68728,14.0
68728,12.0
68728,10751.0
102382,28.0
102382,12.0
102382,14.0
20526,12.0
20526,28.0
20526,878.0
49013,16.0
49013,10751.0
49013,12.0
49013,35.0
44912,12.0
44912,28.0
44912,53.0
44912,878.0
10193,16.0
10193,10751.0
10193,35.0
534,28.0
534,878.0
534,53.0
168259,28.0
72190,28.0
72190,18.0
72190,27.0
72190,878.0
72190,53.0
127585,28.0
127585,12.0
127585,14.0
127585,878.0
54138,28.0
54138,12.0
54138,878.0
81005,28.0
81005,10751.0
81005,14.0
64682,18.0
64682,10749.0
9543,12.0
9543,14.0
9543,28.0
9543,10749.0
68726,28.0
68726,878.0
68726,12.0
38356,28.0
38356,878.0
38356,12.0
217,12.0
217,28.0
105864,12.0
105864,16.0
105864,10751.0
62177,16.0
62177,12.0
62177,35.0
62177,10751.0
62177,28.0
62177,14.0
188927,28.0
188927,12.0
188927,878.0
10681,16.0
10681,10751.0
5174,28.0
5174,35.0
5174,80.0
5174,53.0
14161,28.0
14161,12.0
14161,878.0
17979,16.0
17979,18.0
76757,878.0
76757,14.0
76757,28.0
76757,12.0
258489,28.0
258489,12.0
411,12.0
411,10751.0
411,14.0
246655,878.0
155,18.0
155,28.0
155,80.0
155,53.0
14160,16.0
14160,35.0
14160,10751.0
14160,12.0
15512,16.0
15512,10751.0
15512,12.0
15512,878.0
1726,28.0
1726,878.0
1726,12.0
44826,12.0
44826,18.0
44826,10751.0
8487,28.0
8487,12.0
8487,35.0
8487,878.0
8487,37.0
1735,12.0
1735,28.0
1735,14.0
297761,28.0
297761,12.0
297761,80.0
297761,14.0
297761,878.0
2698,14.0
2698,35.0
2698,10751.0
137113,28.0
137113,878.0
9804,12.0
9804,28.0
14869,12.0
14869,28.0
14869,53.0
14869,878.0
150540,18.0
150540,35.0
150540,16.0
150540,10751.0
278927,10751.0
278927,12.0
278927,18.0
278927,14.0
10138,12.0
10138,28.0
10138,878.0
58595,12.0
58595,14.0
58595,18.0
102651,14.0
102651,12.0
102651,28.0
102651,10751.0
102651,10749.0
119450,878.0
119450,28.0
119450,18.0
119450,53.0
79698,28.0
79698,12.0
79698,878.0
79698,10749.0
64686,18.0
64686,28.0
64686,12.0
64686,14.0
100402,28.0
100402,12.0
100402,878.0
10192,35.0
10192,12.0
10192,14.0
10192,16.0
10192,10751.0
158852,12.0
158852,10751.0
158852,9648.0
158852,878.0
177572,12.0
177572,10751.0
177572,16.0
177572,28.0
177572,35.0
82690,10751.0
82690,16.0
82690,35.0
82690,12.0
5255,12.0
5255,16.0
5255,10751.0
5255,14.0
47933,28.0
47933,12.0
47933,878.0
10191,14.0
10191,12.0
10191,16.0
10191,10751.0
296,28.0
296,53.0
296,878.0
118340,28.0
118340,878.0
118340,12.0
157336,12.0
157336,18.0
157336,878.0
27205,28.0
27205,53.0
27205,878.0
27205,9648.0
27205,12.0
315011,28.0
315011,12.0
315011,18.0
315011,27.0
315011,878.0
49051,12.0
49051,14.0
49051,28.0
9799,28.0
9799,80.0
9799,53.0
4922,14.0
4922,18.0
4922,53.0
4922,9648.0
4922,10749.0
49538,28.0
49538,878.0
49538,12.0
131634,28.0
131634,12.0
131634,878.0
27022,14.0
27022,12.0
27022,28.0
27022,35.0
27022,18.0
503,12.0
503,28.0
503,18.0
503,53.0
241259,14.0
810,14.0
810,12.0
810,16.0
810,35.0
810,10751.0
68735,28.0
68735,12.0
68735,14.0
87101,878.0
87101,28.0
87101,53.0
87101,12.0
10140,12.0
10140,10751.0
10140,14.0
676,36.0
676,10749.0
676,10752.0
1858,12.0
1858,878.0
1858,28.0
1966,10752.0
1966,36.0
1966,28.0
1966,12.0
1966,18.0
1966,10749.0
675,12.0
675,14.0
675,10751.0
675,9648.0
674,12.0
674,14.0
674,10751.0
8960,14.0
8960,28.0
6479,18.0
6479,27.0
6479,28.0
6479,53.0
6479,878.0
118,12.0
118,35.0
118,10751.0
118,14.0
2062,16.0
2062,35.0
2062,10751.0
2062,14.0
272,28.0
272,80.0
272,18.0
10527,10751.0
10527,16.0
18360,12.0
18360,14.0
18360,28.0
18360,35.0
18360,10751.0
2080,12.0
2080,28.0
2080,53.0
2080,878.0
605,12.0
605,28.0
605,53.0
605,878.0
109445,16.0
109445,12.0
109445,10751.0
604,12.0
604,28.0
604,53.0
604,878.0
76338,28.0
76338,12.0
76338,14.0
76341,28.0
76341,12.0
76341,878.0
76341,53.0
13448,53.0
13448,9648.0
10195,12.0
10195,14.0
10195,28.0
13053,16.0
13053,10751.0
13053,12.0
13053,35.0
19585,14.0
19585,28.0
19585,12.0
19585,10751.0
19585,35.0
57165,12.0
62213,35.0
62213,14.0
177677,28.0
177677,12.0
177677,53.0
7978,18.0
7978,27.0
7978,53.0
5559,10751.0
5559,16.0
5559,12.0
5559,35.0
49444,16.0
49444,10751.0
10196,28.0
10196,12.0
10196,10751.0
10196,14.0
956,12.0
956,28.0
956,53.0
117251,28.0
117251,18.0
117251,53.0
50321,12.0
50321,16.0
50321,10751.0
11619,12.0
11619,16.0
11619,35.0
11619,10751.0
266647,12.0
266647,10751.0
266647,14.0
82703,16.0
82703,12.0
82703,10751.0
652,12.0
652,18.0
652,10752.0
80321,16.0
80321,10751.0
36669,12.0
36669,28.0
36669,53.0
43074,28.0
43074,14.0
43074,35.0
95,28.0
95,53.0
95,878.0
95,12.0
608,28.0
608,12.0
608,35.0
608,878.0
2310,12.0
2310,28.0
2310,16.0
140300,28.0
140300,12.0
140300,16.0
140300,35.0
140300,10751.0
56292,28.0
56292,53.0
56292,12.0
81188,14.0
81188,16.0
81188,10751.0
7552,35.0
616,18.0
616,28.0
616,10752.0
616,36.0
147441,12.0
147441,18.0
147441,28.0
13475,878.0
13475,28.0
13475,12.0
557,14.0
557,28.0
82702,14.0
82702,28.0
82702,12.0
82702,16.0
82702,35.0
82702,10751.0
205584,14.0
10048,28.0
13183,28.0
13183,9648.0
13183,878.0
944,28.0
944,12.0
944,35.0
944,80.0
944,53.0
1927,18.0
1927,28.0
1927,878.0
72559,12.0
72559,28.0
72559,878.0
72559,53.0
7364,28.0
7364,12.0
7364,35.0
7364,18.0
7364,9648.0
2114,12.0
2114,28.0
2114,16.0
2114,14.0
2114,878.0
2114,53.0
1771,28.0
1771,12.0
1771,878.0
36643,12.0
36643,28.0
36643,53.0
8619,12.0
50620,12.0
50620,14.0
50620,18.0
50620,10749.0
65759,16.0
65759,35.0
65759,10751.0
1724,878.0
1724,28.0
1724,12.0
267935,12.0
267935,10751.0
267935,14.0
281957,37.0
281957,18.0
281957,12.0
281957,53.0
77950,16.0
77950,10751.0
44896,16.0
44896,35.0
44896,10751.0
44896,37.0
44896,12.0
270946,10751.0
270946,16.0
270946,12.0
270946,35.0
2503,28.0
2503,18.0
2503,9648.0
2503,53.0
9502,12.0
9502,16.0
9502,10751.0
9502,35.0
102899,878.0
102899,28.0
102899,12.0
101299,12.0
101299,28.0
101299,878.0
228161,14.0
228161,35.0
228161,16.0
228161,878.0
228161,10751.0
74,12.0
74,53.0
74,878.0
8961,12.0
8961,28.0
8961,35.0
8961,53.0
8961,80.0
417859,28.0
417859,12.0
417859,16.0
417859,10751.0
417859,14.0
27576,28.0
27576,9648.0
27576,53.0
86834,18.0
86834,12.0
17578,12.0
17578,16.0
17578,9648.0
673,12.0
673,14.0
673,10751.0
6972,18.0
82700,878.0
82700,28.0
82700,12.0
10567,16.0
10567,10751.0
181533,12.0
181533,35.0
181533,14.0
181533,10751.0
38055,16.0
38055,28.0
38055,35.0
38055,10751.0
38055,878.0
671,12.0
671,14.0
671,10751.0
49524,14.0
49524,28.0
49524,35.0
49524,80.0
22,12.0
22,14.0
22,28.0
131631,878.0
131631,12.0
131631,53.0
591,53.0
591,9648.0
172385,16.0
172385,12.0
172385,35.0
172385,10751.0
36658,12.0
36658,28.0
36658,878.0
36658,53.0
51497,28.0
51497,53.0
51497,80.0
58574,12.0
58574,28.0
58574,80.0
58574,9648.0
18823,12.0
18823,14.0
18823,28.0
861,28.0
861,12.0
861,878.0
1911,12.0
1911,14.0
1911,28.0
49040,28.0
49040,53.0
415,28.0
415,80.0
415,14.0
8871,10751.0
8871,35.0
8871,14.0
435,28.0
435,12.0
435,878.0
435,53.0
955,12.0
955,28.0
955,53.0
2133,18.0
1979,12.0
1979,14.0
1979,28.0
1979,53.0
87827,12.0
87827,18.0
87827,28.0
1250,53.0
1250,28.0
1250,14.0
1250,27.0
324668,28.0
324668,53.0
9471,28.0
9471,12.0
9471,35.0
70981,878.0
70981,12.0
70981,9648.0
10996,10751.0
10996,12.0
10996,16.0
10996,35.0
68724,878.0
68724,28.0
68724,18.0
68724,53.0
2789,28.0
2789,878.0
97020,28.0
97020,878.0
7459,28.0
7459,10751.0
7459,878.0
42888,35.0
42888,18.0
42888,10749.0
37834,28.0
37834,35.0
75612,28.0
75612,878.0
75612,12.0
75612,9648.0
1895,878.0
1895,12.0
1895,28.0
1894,12.0
1894,28.0
1894,878.0
585,16.0
585,35.0
585,10751.0
76170,28.0
76170,878.0
76170,12.0
76170,14.0
1893,12.0
1893,28.0
1893,878.0
49519,12.0
49519,16.0
49519,35.0
49519,10751.0
49519,14.0
2395,14.0
2395,12.0
2395,35.0
2395,10751.0
12100,18.0
12100,28.0
12100,36.0
12100,10752.0
290595,28.0
290595,12.0
290595,18.0
98566,878.0
98566,28.0
98566,12.0
98566,14.0
98566,35.0
49047,878.0
49047,53.0
49047,18.0
9619,28.0
9619,12.0
9619,53.0
308531,14.0
308531,28.0
308531,12.0
308531,35.0
166424,28.0
166424,12.0
166424,878.0
1593,28.0
1593,12.0
1593,35.0
1593,10751.0
1593,14.0
254128,28.0
254128,18.0
254128,53.0
714,12.0
714,28.0
714,53.0
2024,18.0
2024,36.0
2024,10752.0
2024,28.0
163,53.0
163,80.0
787,28.0
787,35.0
787,18.0
787,53.0
262500,12.0
262500,878.0
262500,53.0
2567,18.0
38745,35.0
40805,28.0
40805,80.0
40805,35.0
53182,28.0
53182,10752.0
41513,16.0
41513,10751.0
41513,12.0
41513,35.0
41513,14.0
13700,16.0
13700,10751.0
262504,12.0
262504,878.0
39254,28.0
39254,878.0
39254,18.0
77931,14.0
77931,10751.0
77931,35.0
77931,16.0
1639,28.0
1639,12.0
1639,53.0
80274,878.0
80274,28.0
80274,12.0
1571,28.0
1571,53.0
120,12.0
120,14.0
120,28.0
10204,28.0
10204,12.0
10204,35.0
8489,18.0
10588,35.0
10588,14.0
10588,10751.0
2048,28.0
2048,878.0
1495,18.0
1495,28.0
1495,12.0
1495,36.0
1495,10752.0
10137,16.0
10137,14.0
10137,10751.0
10137,35.0
10198,10749.0
10198,10751.0
10198,16.0
10198,10402.0
286217,18.0
286217,12.0
286217,878.0
1635,28.0
1635,53.0
1635,878.0
1635,12.0
24113,35.0
24113,10749.0
9679,28.0
9679,80.0
9679,53.0
98,28.0
98,18.0
98,12.0
180,28.0
180,53.0
180,878.0
180,9648.0
672,12.0
672,14.0
672,10751.0
36557,12.0
36557,28.0
36557,53.0
869,53.0
869,878.0
869,28.0
869,12.0
280,28.0
280,53.0
280,878.0
11322,36.0
11322,80.0
11322,18.0
4982,18.0
4982,80.0
36955,28.0
36955,53.0
18487,53.0
18487,18.0
18487,80.0
39451,35.0
39451,10749.0
27581,28.0
27581,35.0
27581,80.0
9268,28.0
9268,18.0
9268,9648.0
9268,53.0
68718,18.0
68718,37.0
10545,18.0
10545,16.0
10545,10751.0
11688,12.0
11688,16.0
11688,35.0
11688,10751.0
11688,14.0
76163,28.0
76163,12.0
76163,53.0
2059,12.0
2059,28.0
2059,53.0
2059,9648.0
2486,14.0
2486,28.0
2486,12.0
2486,10751.0
16523,10751.0
16523,14.0
116711,16.0
116711,12.0
116711,10751.0
116711,14.0
37710,28.0
37710,53.0
37710,10749.0
9946,28.0
9946,14.0
9946,27.0
9946,9648.0
1372,18.0
1372,53.0
1372,28.0
106646,80.0
106646,18.0
106646,35.0
414,28.0
414,80.0
414,14.0
563,12.0
563,28.0
563,53.0
563,878.0
83542,18.0
83542,878.0
41216,16.0
41216,12.0
41216,10751.0
41216,14.0
314,28.0
314,80.0
184315,28.0
184315,12.0
9016,12.0
9016,16.0
9016,10751.0
9016,14.0
9016,878.0
18162,12.0
18162,35.0
18162,878.0
138103,28.0
138103,12.0
138103,53.0
257088,28.0
257088,80.0
257088,53.0
10214,14.0
10214,35.0
10214,10751.0
10214,12.0
205775,53.0
205775,18.0
205775,12.0
205775,28.0
205775,36.0
11692,28.0
11692,35.0
11692,878.0
22972,10752.0
22972,28.0
22972,12.0
22972,18.0
22972,53.0
227973,16.0
29193,80.0
29193,18.0
29193,9648.0
29193,53.0
1734,12.0
1734,28.0
1734,14.0
3131,18.0
3131,36.0
3131,80.0
76758,18.0
76758,36.0
76758,10752.0
9408,16.0
9408,35.0
9408,10751.0
9890,28.0
9890,35.0
9890,878.0
855,28.0
855,36.0
855,10752.0
77953,35.0
18,12.0
18,14.0
18,28.0
18,53.0
18,878.0
37786,35.0
37786,18.0
37786,10749.0
10501,12.0
10501,16.0
10501,35.0
10501,10751.0
57800,16.0
57800,35.0
57800,12.0
57800,10751.0
150689,10749.0
150689,14.0
150689,10751.0
150689,18.0
7980,14.0
7980,18.0
12,16.0
12,10751.0
122,12.0
122,14.0
122,28.0
121,12.0
121,14.0
121,28.0
68737,12.0
68737,14.0
1995,12.0
1995,14.0
1995,28.0
1995,53.0
157353,53.0
157353,878.0
157353,18.0
157353,9648.0
331,12.0
331,28.0
331,53.0
331,878.0
61791,53.0
61791,28.0
61791,18.0
61791,878.0
8204,12.0
8204,10751.0
8204,14.0
47964,28.0
47964,53.0
10733,37.0
10733,36.0
10733,10752.0
9806,28.0
9806,12.0
9806,16.0
9806,10751.0
1408,28.0
1408,12.0
32657,12.0
32657,14.0
32657,10751.0
607,28.0
607,12.0
607,35.0
607,878.0
863,16.0
863,35.0
863,10751.0
44048,28.0
44048,53.0
5175,28.0
5175,35.0
5175,80.0
5175,53.0
2655,18.0
2655,27.0
2655,9648.0
2655,53.0
22794,16.0
22794,35.0
22794,10751.0
8355,16.0
8355,35.0
8355,10751.0
8355,12.0
116745,12.0
116745,35.0
116745,18.0
116745,14.0
4327,28.0
4327,12.0
4327,35.0
4327,80.0
4327,53.0
1422,18.0
1422,53.0
1422,80.0
10674,16.0
10674,10751.0
10674,12.0
7446,28.0
7446,35.0
65754,53.0
65754,80.0
65754,9648.0
65754,18.0
1572,28.0
1572,53.0
10528,28.0
10528,12.0
10528,80.0
10528,9648.0
271969,18.0
10865,16.0
10865,10751.0
10865,12.0
10865,878.0
258509,12.0
258509,16.0
258509,35.0
258509,10751.0
2253,18.0
2253,53.0
2253,36.0
2253,10752.0
10661,35.0
10661,28.0
257344,28.0
257344,35.0
