movie_id,crewPersonId
19995,1721.0
19995,496.0
19995,900.0
19995,900.0
19995,1262.0
19995,1729.0
19995,2710.0
19995,2710.0
19995,2710.0
19995,2710.0
19995,2710.0
19995,7236.0
19995,6690.0
19995,6347.0
19995,6878.0
19995,6883.0
19995,8159.0
19995,8160.0
19995,8163.0
19995,8527.0
19995,8529.0
19995,9618.0
19995,12653.0
19995,12653.0
19995,14350.0
19995,20294.0
19995,17675.0
19995,18265.0
19995,42281.0
19995,42288.0
19995,29067.0
19995,29067.0
19995,33302.0
19995,33303.0
19995,113145.0
19995,58188.0
19995,58871.0
19995,92359.0
19995,72201.0
19995,89714.0
19995,93214.0
19995,122607.0
19995,132585.0
19995,132596.0
19995,132604.0
19995,236696.0
19995,956198.0
19995,957874.0
19995,957889.0
19995,959555.0
19995,1016177.0
19995,1032536.0
19995,1071680.0
19995,1177364.0
19995,1202850.0
19995,1204668.0
19995,1206410.0
19995,1234266.0
19995,1271932.0
19995,1310064.0
19995,1319844.0
19995,1327028.0
19995,1330561.0
19995,1330567.0
19995,1330570.0
19995,1330574.0
19995,1336191.0
19995,1339441.0
19995,1352422.0
19995,1352962.0
19995,1357070.0
19995,1357071.0
19995,1360103.0
19995,1376887.0
19995,1376888.0
19995,1376889.0
19995,1376890.0
19995,1376891.0
19995,1376892.0
19995,1376893.0
19995,1376895.0
19995,1376897.0
19995,1376898.0
19995,1376899.0
19995,1376901.0
19995,1376902.0
19995,1376903.0
19995,1376909.0
19995,1391692.0
19995,1391695.0
19995,1394070.0
19995,1394129.0
19995,1394286.0
19995,1394750.0
19995,1394755.0
19995,1394953.0
19995,1395269.0
19995,1398970.0
19995,1400906.0
19995,1401784.0
19995,1401785.0
19995,1401786.0
19995,1401787.0
19995,1401788.0
19995,1401789.0
19995,1401790.0
19995,1401791.0
19995,1401792.0
19995,1401793.0
19995,1401794.0
19995,1401795.0
19995,1401796.0
19995,1401799.0
19995,1401800.0
19995,1401801.0
19995,1401803.0
19995,1401804.0
19995,1401805.0
19995,1401806.0
19995,1401807.0
19995,1401808.0
19995,1401809.0
19995,1401810.0
19995,1401812.0
19995,1401814.0
19995,1401815.0
19995,1401816.0
19995,1418381.0
19995,1426854.0
19995,1438901.0
19995,1447362.0
19995,1447503.0
19995,1447524.0
19995,1452643.0
19995,1453938.0
19995,1457305.0
19995,1466035.0
19995,1483220.0
19995,1483221.0
19995,1483222.0
19995,1483223.0
19995,1483224.0
19995,1483225.0
19995,1483226.0
19995,1483227.0
19995,1483228.0
19995,1483229.0
19995,1483230.0
19995,1483231.0
19995,1483232.0
19995,1483233.0
19995,1483234.0
19995,1621932.0
285,120.0
285,1704.0
285,770.0
285,1705.0
285,1706.0
285,1721.0
285,1722.0
285,947.0
285,2444.0
285,2445.0
285,2446.0
285,2447.0
285,2448.0
285,2215.0
285,1226.0
285,553.0
285,3311.0
285,4032.0
285,4033.0
285,4034.0
285,5132.0
285,146439.0
285,406204.0
285,1259516.0
285,1336716.0
285,1344278.0
285,1368867.0
285,1368884.0
285,1395290.0
285,1399327.0
285,1400738.0
285,1534197.0
206647,153.0
206647,39.0
206647,8384.0
206647,932.0
206647,932.0
206647,4248.0
206647,9856.0
206647,3904.0
206647,7538.0
206647,8784.0
206647,11227.0
206647,10496.0
206647,10666.0
206647,11268.0
206647,40827.0
206647,14764.0
206647,14765.0
206647,36108.0
206647,36108.0
206647,10783.0
206647,10783.0
206647,10782.0
206647,10782.0
206647,10876.0
206647,21339.0
206647,23425.0
206647,23491.0
206647,23774.0
206647,10907.0
206647,61851.0
206647,64000.0
206647,66941.0
206647,81517.0
206647,69678.0
206647,77511.0
206647,74401.0
206647,239885.0
206647,937946.0
206647,979698.0
206647,986687.0
206647,1024842.0
206647,1026247.0
206647,1029804.0
206647,1087452.0
206647,1099281.0
206647,1118711.0
206647,1296445.0
206647,1305251.0
206647,1315700.0
206647,1319160.0
206647,1335539.0
206647,1338241.0
206647,1338372.0
206647,1341741.0
206647,1341858.0
206647,1342669.0
206647,1342669.0
206647,1345595.0
206647,1358025.0
206647,1367493.0
206647,1377503.0
206647,1388897.0
206647,1389614.0
206647,1391691.0
206647,1392083.0
206647,1392246.0
206647,1392661.0
206647,1392718.0
206647,1394117.0
206647,1398089.0
206647,1398100.0
206647,1399071.0
206647,1399862.0
206647,1401126.0
206647,1401147.0
206647,1401631.0
206647,1403411.0
206647,1404212.0
206647,1404217.0
206647,1404244.0
206647,1405241.0
206647,1408363.0
206647,1409821.0
206647,1411323.0
206647,1414096.0
206647,1415157.0
206647,1425484.0
206647,1425488.0
206647,1425971.0
206647,1428902.0
206647,1439128.0
206647,1442137.0
206647,1447617.0
206647,1458416.0
206647,1459878.0
206647,1459899.0
206647,1459925.0
206647,1470167.0
206647,1472773.0
206647,1477203.0
206647,1480629.0
206647,1483141.0
206647,1494824.0
206647,1510431.0
206647,1512767.0
206647,1545912.0
206647,1545913.0
206647,1545995.0
206647,1546747.0
206647,1548406.0
206647,1550637.0
206647,1551770.0
206647,1551771.0
206647,1551772.0
206647,1551773.0
206647,1551774.0
206647,1551775.0
206647,1551777.0
206647,1551789.0
206647,1551791.0
206647,1551796.0
206647,1551797.0
206647,1551798.0
206647,1551800.0
206647,1551801.0
206647,1551802.0
206647,1551803.0
206647,1551804.0
206647,1551807.0
206647,1551809.0
206647,1551810.0
206647,1551811.0
206647,1551812.0
206647,1551813.0
206647,1551872.0
206647,1551874.0
206647,1551892.0
206647,1551893.0
206647,1551894.0
206647,1551896.0
206647,1551897.0
206647,1551898.0
206647,1551899.0
206647,1551902.0
206647,1551904.0
206647,1551906.0
206647,1551907.0
206647,1551908.0
206647,1551909.0
206647,1551910.0
206647,1551911.0
206647,1551913.0
206647,1551914.0
206647,1553236.0
206647,1582109.0
49026,947.0
49026,282.0
49026,525.0
49026,525.0
49026,525.0
49026,525.0
49026,527.0
49026,556.0
49026,559.0
49026,559.0
49026,561.0
49026,3893.0
49026,3794.0
49026,3904.0
49026,10949.0
49026,10951.0
49026,9568.0
49026,9991.0
49026,10714.0
49026,12039.0
49026,14762.0
49026,15327.0
49026,15328.0
49026,17677.0
49026,35630.0
49026,40120.0
49026,52193.0
49026,54211.0
49026,57569.0
49026,61329.0
49026,62560.0
49026,31172.0
49026,68016.0
49026,81687.0
49026,75804.0
49026,113913.0
49026,114017.0
49026,92231.0
49026,122549.0
49026,138618.0
49026,142157.0
49026,202930.0
49026,204339.0
49026,230436.0
49026,550900.0
49026,932186.0
49026,932748.0
49026,969743.0
49026,1018958.0
49026,1025090.0
49026,1034754.0
49026,1045964.0
49026,1046614.0
49026,1050930.0
49026,1061061.0
49026,1106629.0
49026,1116937.0
49026,1155668.0
49026,1270053.0
49026,1301652.0
49026,1319744.0
49026,1322015.0
49026,1327144.0
49026,1329415.0
49026,1329527.0
49026,1336192.0
49026,1336193.0
49026,1340941.0
49026,1341403.0
49026,1341403.0
49026,1341786.0
49026,1348686.0
49026,1355530.0
49026,1357062.0
49026,1357064.0
49026,1357066.0
49026,1357070.0
49026,1358564.0
49026,1367508.0
49026,1372882.0
49026,1377222.0
49026,1378222.0
49026,1378231.0
49026,1378246.0
