movie_id,prodCompanyId
19995,289.0
19995,306.0
19995,444.0
19995,574.0
285,2.0
285,130.0
285,19936.0
206647,5.0
206647,10761.0
206647,69434.0
49026,923.0
49026,6194.0
49026,9993.0
49026,9996.0
49529,2.0
559,5.0
559,326.0
559,19551.0
38757,2.0
38757,6125.0
99861,420.0
99861,15357.0
99861,76043.0
767,6194.0
767,7364.0
209112,429.0
209112,507.0
209112,6194.0
209112,9993.0
209112,9995.0
209112,41624.0
1452,429.0
1452,923.0
1452,6194.0
1452,9168.0
10764,7576.0
58,2.0
58,130.0
58,19936.0
57201,2.0
57201,130.0
57201,2691.0
57201,37380.0
57201,37381.0
57201,37382.0
49521,923.0
49521,6194.0
49521,9993.0
49521,9996.0
49521,78685.0
2454,5888.0
2454,10221.0
2454,11345.0
2454,11440.0
2454,11441.0
2454,11442.0
2454,76043.0
24428,4.0
24428,420.0
1865,2.0
1865,130.0
1865,20478.0
41154,56.0
41154,5627.0
41154,6736.0
41154,9169.0
41154,11084.0
122917,11.0
122917,12.0
122917,174.0
122917,7413.0
122917,8411.0
1930,5.0
1930,326.0
1930,7505.0
20662,23.0
20662,33.0
20662,1645.0
20662,7295.0
57158,11.0
57158,12.0
57158,174.0
57158,8411.0
2268,12.0
2268,289.0
2268,1473.0
2268,1938.0
254,11.0
254,33.0
254,68.0
254,69.0
597,4.0
597,306.0
597,574.0
271110,264.0
271110,420.0
271110,3036.0
271110,84424.0
271110,84425.0
44833,33.0
44833,2598.0
44833,13778.0
44833,20153.0
135397,13.0
135397,56.0
135397,923.0
135397,3341.0
135397,6452.0
37724,5.0
558,5.0
558,326.0
558,19551.0
68721,420.0
12155,2.0
12155,598.0
12155,8601.0
12155,16314.0
12155,20004.0
36668,289.0
36668,306.0
36668,431.0
36668,444.0
36668,445.0
36668,9168.0
36668,12247.0
36668,19551.0
36668,79028.0
36668,79029.0
36668,79030.0
62211,2.0
62211,3.0
8373,4.0
8373,27.0
8373,56.0
8373,435.0
8373,2481.0
8373,22826.0
8373,76043.0
91314,4.0
91314,56.0
91314,435.0
91314,2481.0
91314,11413.0
91314,22826.0
91314,38833.0
91314,76043.0
68728,2.0
68728,16314.0
102382,5.0
102382,19551.0
102382,31828.0
102382,53462.0
20526,2.0
20526,7161.0
20526,18713.0
20526,23791.0
20526,76043.0
20526,76067.0
49013,2.0
49013,3.0
44912,2609.0
44912,6194.0
44912,9993.0
10193,2.0
10193,3.0
534,5.0
534,4021.0
534,4022.0
534,6194.0
168259,33.0
168259,333.0
168259,3341.0
168259,6452.0
168259,7154.0
168259,40890.0
168259,86352.0
168259,86655.0
168259,87857.0
168259,87858.0
72190,4.0
72190,3281.0
72190,6277.0
72190,9169.0
72190,11956.0
72190,19108.0
72190,23644.0
127585,306.0
127585,431.0
127585,7505.0
127585,9168.0
127585,22213.0
127585,37336.0
127585,76043.0
54138,4.0
54138,6277.0
54138,11461.0
54138,12536.0
81005,12.0
81005,333.0
81005,923.0
81005,6194.0
81005,8406.0
81005,9168.0
64682,79.0
64682,240.0
64682,6194.0
64682,11858.0
64682,14440.0
64682,14604.0
9543,2.0
9543,130.0
68726,923.0
68726,6194.0
68726,19750.0
68726,19751.0
38356,4.0
38356,435.0
38356,19751.0
38356,22826.0
217,1.0
217,4.0
105864,2.0
105864,3.0
62177,2.0
62177,3.0
188927,4.0
188927,11461.0
188927,34530.0
188927,69484.0
188927,82819.0
188927,83644.0
188927,83645.0
10681,2.0
10681,3.0
10681,93408.0
5174,12.0
14161,5.0
14161,347.0
14161,1557.0
14161,10905.0
17979,5888.0
17979,11395.0
76757,79.0
76757,444.0
76757,450.0
76757,6194.0
258489,79.0
258489,552.0
258489,2596.0
258489,41624.0
258489,46339.0
258489,86565.0
258489,86566.0
411,5888.0
411,10221.0
246655,306.0
246655,431.0
246655,7505.0
246655,9168.0
246655,22213.0
246655,78091.0
155,429.0
155,923.0
155,6194.0
155,9993.0
155,9996.0
14160,3.0
15512,521.0
1726,420.0
44826,4.0
44826,2691.0
44826,3281.0
8487,2507.0
8487,6194.0
8487,16774.0
8487,57088.0
1735,33.0
1735,2269.0
1735,7295.0
1735,11462.0
1735,19643.0
297761,429.0
297761,444.0
297761,507.0
297761,6194.0
297761,9993.0
2698,5.0
2698,33.0
2698,158.0
2698,159.0
2698,333.0
2698,4171.0
2698,7295.0
137113,79.0
137113,6194.0
137113,6687.0
137113,12200.0
137113,36390.0
137113,41624.0
9804,33.0
9804,1073.0
9804,1302.0
9804,6092.0
14869,4.0
14869,158.0
14869,435.0
14869,2598.0
14869,76067.0
150540,2.0
150540,3.0
278927,2.0
278927,3036.0
278927,7297.0
278927,20478.0
10138,420.0
58595,33.0
58595,16314.0
102651,2.0
102651,3036.0
102651,16314.0
119450,290.0
119450,7076.0
119450,22213.0
79698,7299.0
79698,8186.0
79698,8187.0
79698,8188.0
79698,76098.0
79698,76099.0
79698,76100.0
64686,2735.0
64686,4403.0
64686,6292.0
64686,20478.0
64686,20851.0
100402,420.0
10192,521.0
158852,2.0
158852,20656.0
158852,59778.0
177572,2.0
177572,6125.0
82690,6125.0
5255,1867.0
5255,4171.0
5255,11395.0
47933,306.0
47933,347.0
47933,22213.0
47933,86561.0
10191,521.0
10191,829.0
10191,20154.0
296,5.0
296,763.0
296,6194.0
296,7340.0
296,19116.0
296,23636.0
118340,420.0
118340,20478.0
118340,54850.0
118340,76043.0
157336,4.0
157336,923.0
157336,6194.0
157336,9996.0
157336,13769.0
27205,923.0
27205,6194.0
27205,9996.0
315011,5896.0
315011,49301.0
49051,11.0
49051,12.0
49051,174.0
49051,8411.0
9799,33.0
9799,333.0
9799,26281.0
9799,26282.0
4922,4.0
4922,6194.0
4922,7383.0
49538,289.0
49538,290.0
49538,306.0
49538,431.0
49538,444.0
49538,6332.0
49538,7505.0
49538,9168.0
49538,10893.0
131634,264.0
131634,1632.0
131634,5420.0
27022,2.0
27022,130.0
27022,831.0
27022,8000.0
27022,19097.0
503,449.0
503,1633.0
503,6194.0
503,14024.0
503,18990.0
503,19943.0
241259,2.0
241259,598.0
241259,8601.0
241259,16314.0
241259,37455.0
810,27.0
810,521.0
68735,33.0
68735,507.0
68735,923.0
68735,16028.0
87101,4.0
87101,13184.0
87101,82819.0
10140,444.0
10140,711.0
10140,10221.0
676,130.0
676,9195.0
1858,4.0
1858,27.0
1858,56.0
1858,435.0
1858,2481.0
1858,12247.0
1858,20011.0
1858,22826.0
1858,76043.0
1966,591.0
1966,763.0
1966,866.0
1966,4588.0
1966,6194.0
1966,10926.0
1966,19116.0
1966,54997.0
675,6194.0
675,7364.0
674,462.0
674,6194.0
674,7364.0
8960,5.0
8960,433.0
8960,675.0
8960,7295.0
8960,12485.0
8960,28064.0
8960,41756.0
6479,79.0
6479,333.0
6479,433.0
6479,6194.0
6479,7364.0
6479,12485.0
118,79.0
118,80.0
118,6194.0
118,8601.0
118,45778.0
118,55512.0
2062,2.0
2062,3.0
272,429.0
272,923.0
272,6194.0
272,9993.0
272,9996.0
272,19231.0
10527,521.0
18360,306.0
18360,436.0
18360,444.0
18360,2575.0
18360,10224.0
18360,20478.0
2080,289.0
2080,306.0
2080,431.0
2080,444.0
2080,9076.0
2080,9168.0
2080,10893.0
2080,19551.0
605,79.0
605,172.0
605,1885.0
605,6194.0
109445,2.0
109445,6125.0
604,79.0
604,172.0
604,375.0
604,1885.0
604,6194.0
76338,420.0
76341,79.0
76341,2537.0
76341,6194.0
13448,5.0
13448,23.0
13448,5561.0
13448,8253.0
10195,420.0
13053,6125.0
19585,2.0
19585,130.0
19585,3639.0
57165,923.0
57165,3528.0
57165,6194.0
57165,24175.0
57165,24176.0
62213,79.0
62213,2691.0
62213,3281.0
62213,6194.0
62213,8601.0
62213,9228.0
62213,20004.0
177677,4.0
177677,6277.0
177677,11413.0
177677,11461.0
177677,21777.0
177677,69484.0
177677,69485.0
7978,33.0
7978,4403.0
7978,7295.0
5559,520.0
5559,521.0
5559,1903.0
49444,521.0
10196,4.0
10196,2348.0
10196,7383.0
10196,8805.0
10196,12236.0
956,4.0
956,44.0
956,264.0
956,658.0
956,2269.0
956,14714.0
956,22102.0
117251,5.0
117251,347.0
117251,34981.0
117251,34982.0
50321,6125.0
11619,297.0
11619,521.0
266647,6194.0
266647,20478.0
266647,27711.0
266647,41624.0
82703,520.0
82703,521.0
82703,73951.0
82703,73952.0
652,81.0
652,6194.0
652,7636.0
652,18990.0
652,19107.0
652,19108.0
80321,521.0
36669,7576.0
43074,5.0
43074,79.0
43074,4607.0
43074,34034.0
43074,61791.0
43074,84041.0
43074,84042.0
95,130.0
95,9195.0
95,11533.0
608,5.0
608,56.0
608,441.0
608,49325.0
2310,4.0
2310,2265.0
2310,11395.0
2310,24955.0
140300,306.0
140300,521.0
140300,40890.0
140300,76266.0
56292,4.0
56292,6277.0
56292,11461.0
56292,21777.0
56292,76043.0
56292,76067.0
81188,521.0
7552,23.0
7552,441.0
7552,76714.0
616,44.0
616,6194.0
616,14718.0
616,20634.0
147441,1645.0
147441,7076.0
147441,20656.0
147441,52184.0
13475,4.0
13475,158.0
13475,11461.0
13475,23419.0
557,5.0
557,19551.0
82702,521.0
82702,20154.0
205584,491.0
205584,908.0
205584,3528.0
205584,72441.0
205584,88715.0
10048,326.0
10048,333.0
10048,441.0
10048,11317.0
10048,19523.0
13183,4.0
13183,429.0
13183,840.0
13183,923.0
13183,6194.0
13183,78685.0
944,1885.0
944,5739.0
944,6194.0
1927,33.0
1927,10565.0
1927,11533.0
1927,19551.0
72559,4.0
72559,435.0
72559,2598.0
72559,6277.0
72559,8411.0
72559,19719.0
7364,4.0
7364,2233.0
7364,2234.0
7364,2235.0
7364,2767.0
7364,4169.0
7364,12124.0
7364,12125.0
7364,12126.0
7364,19481.0
2114,5.0
2114,4164.0
2114,20033.0
1771,420.0
36643,7576.0
36643,8411.0
8619,33.0
8619,306.0
8619,9118.0
8619,53009.0
50620,491.0
50620,5219.0
50620,12292.0
65759,79.0
65759,6194.0
65759,28381.0
65759,28382.0
1724,33.0
1724,420.0
1724,11533.0
1724,25121.0
267935,2.0
267935,56.0
267935,7294.0
267935,7383.0
267935,10221.0
281957,508.0
281957,562.0
281957,8870.0
281957,10039.0
281957,10104.0
281957,13796.0
281957,28732.0
281957,52660.0
281957,77845.0
77950,521.0
44896,4.0
44896,2348.0
44896,3281.0
44896,10262.0
44896,24955.0
270946,521.0
2503,33.0
2503,862.0
2503,11347.0
2503,11348.0
2503,11349.0
9502,521.0
102899,420.0
101299,1632.0
101299,5420.0
228161,306.0
228161,521.0
74,4.0
74,27.0
74,44.0
74,56.0
8961,441.0
8961,10288.0
417859,7.0
27576,5.0
27576,435.0
27576,7295.0
27576,11845.0
86834,4.0
86834,508.0
86834,7503.0
86834,10256.0
17578,4.0
17578,5.0
17578,11.0
17578,56.0
17578,2348.0
17578,7383.0
17578,9169.0
673,436.0
673,437.0
673,6194.0
6972,240.0
6972,289.0
6972,306.0
6972,6332.0
6972,7888.0
82700,5.0
82700,12236.0
82700,12485.0
10567,2.0
10567,10217.0
181533,306.0
181533,436.0
181533,2575.0
181533,20478.0
181533,22213.0
38055,521.0
671,436.0
671,6194.0
671,7364.0
49524,33.0
49524,333.0
49524,552.0
22,2.0
22,130.0
131631,1632.0
131631,5420.0
591,5.0
591,23.0
591,8253.0
591,19927.0
172385,9383.0
172385,11749.0
36658,306.0
36658,431.0
36658,9168.0
36658,19551.0
36658,79026.0
36658,79027.0
51497,33.0
51497,333.0
51497,1225.0
58574,79.0
58574,1885.0
58574,2723.0
58574,6194.0
58574,23202.0
18823,80.0
18823,923.0
18823,3528.0
18823,6194.0
18823,20478.0
861,559.0
861,14723.0
861,80461.0
1911,9195.0
49040,33.0
49040,6452.0
49040,7295.0
49040,7383.0
49040,25716.0
415,1382.0
415,6194.0
8871,23.0
8871,33.0
435,35.0
435,306.0
435,347.0
435,11362.0
435,54502.0
955,4.0
955,44.0
955,51199.0
2133,6194.0
2133,16061.0
2133,18990.0
1979,289.0
1979,306.0
1979,436.0
1979,444.0
1979,5755.0
1979,10881.0
1979,19551.0
87827,289.0
87827,290.0
87827,444.0
87827,711.0
87827,10893.0
87827,13480.0
1250,441.0
1250,7295.0
1250,11370.0
1250,19551.0
1250,20241.0
1250,20475.0
1250,20476.0
324668,862.0
324668,25716.0
324668,29313.0
324668,31922.0
324668,83871.0
9471,5.0
9471,4022.0
9471,10239.0
9471,19813.0
70981,306.0
70981,444.0
70981,1645.0
70981,19747.0
10996,5.0
10996,5752.0
68724,559.0
68724,2531.0
68724,7431.0
68724,11029.0
68724,18209.0
68724,28788.0
68724,31076.0
2789,7154.0
2789,14718.0
97020,5.0
97020,655.0
97020,8411.0
7459,79.0
7459,264.0
7459,450.0
7459,1885.0
7459,6194.0
7459,12170.0
42888,5.0
42888,18.0
42888,2648.0
37834,84.0
37834,306.0
37834,444.0
37834,508.0
37834,21845.0
75612,33.0
75612,7076.0
75612,7295.0
75612,19647.0
75612,19648.0
1895,1.0
1894,1.0
585,2.0
585,3.0
76170,306.0
76170,431.0
76170,7505.0
76170,9168.0
76170,10893.0
76170,22213.0
1893,1.0
49519,521.0
2395,47.0
2395,356.0
2395,866.0
2395,1992.0
2395,1994.0
2395,1995.0
2395,1996.0
2395,5358.0
2395,8676.0
2395,9335.0
2395,11921.0
2395,20409.0
12100,2812.0
12100,8411.0
290595,33.0
290595,10338.0
290595,16314.0
98566,4.0
98566,2348.0
98566,2481.0
49047,6194.0
49047,7364.0
49047,7470.0
9619,33.0
9619,1280.0
308531,4.0
308531,2348.0
308531,2481.0
308531,47354.0
308531,77208.0
166424,306.0
166424,5374.0
166424,7505.0
166424,9078.0
166424,20478.0
166424,22213.0
166424,28788.0
1593,289.0
1593,306.0
1593,436.0
1593,2575.0
254128,12.0
254128,79.0
254128,6194.0
254128,34081.0
714,7576.0
2024,347.0
2024,441.0
2024,762.0
2024,9269.0
163,79.0
163,129.0
163,2596.0
163,6194.0
163,12202.0
787,433.0
787,491.0
787,508.0
787,1171.0
787,10104.0
262500,491.0
262500,10227.0
262500,14440.0
262500,24097.0
2567,14.0
2567,562.0
2567,675.0
2567,691.0
2567,6194.0
2567,7380.0
2567,19116.0
2567,54502.0
38745,306.0
38745,444.0
38745,1302.0
38745,6332.0
40805,333.0
40805,5752.0
40805,6733.0
53182,923.0
53182,2994.0
53182,2995.0
53182,6194.0
53182,7636.0
53182,78685.0
41513,5.0
41513,2251.0
41513,7311.0
13700,2.0
262504,491.0
262504,1632.0
262504,10227.0
262504,14440.0
39254,27.0
39254,2575.0
39254,7294.0
39254,9195.0
39254,11395.0
39254,12087.0
39254,76043.0
39254,76067.0
39254,76069.0
77931,5.0
77931,2251.0
77931,7311.0
77931,9169.0
77931,24097.0
1639,306.0
1639,35304.0
80274,491.0
80274,3200.0
80274,3263.0
80274,7296.0
80274,31825.0
80274,31826.0
1571,289.0
1571,306.0
1571,444.0
1571,890.0
1571,11845.0
120,11.0
120,12.0
120,5237.0
10204,264.0
10204,10221.0
10204,19481.0
10204,23636.0
10204,53413.0
10204,53414.0
10204,53416.0
8489,441.0
10588,23.0
10588,27.0
10588,33.0
2048,306.0
2048,415.0
2048,1302.0
2048,12485.0
2048,19354.0
2048,19355.0
1495,264.0
1495,306.0
1495,1645.0
1495,4169.0
1495,19477.0
1495,19478.0
1495,19479.0
1495,19480.0
1495,19482.0
1495,19483.0
10137,441.0
10137,5555.0
10137,58331.0
10198,2.0
10198,6125.0
286217,306.0
286217,1645.0
286217,2735.0
286217,6408.0
286217,22213.0
286217,28788.0
1635,27.0
1635,6194.0
1635,11084.0
24113,12.0
9679,130.0
9679,9195.0
98,27.0
98,33.0
98,1645.0
98,14440.0
98,21904.0
98,21905.0
98,21906.0
180,27.0
180,44.0
180,56.0
180,306.0
180,766.0
180,26265.0
180,76068.0
672,436.0
672,437.0
672,6194.0
36557,7576.0
36557,11345.0
36557,19481.0
869,306.0
869,8601.0
869,20004.0
280,574.0
280,1280.0
280,5358.0
280,14723.0
280,61409.0
11322,33.0
11322,562.0
11322,675.0
11322,6452.0
11322,7295.0
11322,11391.0
11322,11581.0
4982,23.0
4982,33.0
4982,1645.0
4982,7295.0
4982,8083.0
36955,306.0
36955,574.0
18487,5.0
18487,1423.0
18487,1645.0
18487,7295.0
18487,8411.0
39451,4.0
39451,33.0
39451,2242.0
39451,7295.0
39451,7852.0
39451,11391.0
27581,5.0
27581,4740.0
9268,824.0
9268,6194.0
68718,5.0
68718,308.0
10545,2.0
11688,2.0
11688,10217.0
76163,925.0
76163,10254.0
2059,2.0
2059,130.0
2059,831.0
2059,19097.0
2486,289.0
2486,306.0
2486,444.0
2486,445.0
2486,711.0
2486,1302.0
2486,2735.0
16523,79.0
16523,923.0
16523,4171.0
16523,5289.0
16523,6194.0
116711,9383.0
116711,11749.0
37710,5.0
37710,158.0
37710,682.0
37710,694.0
37710,3045.0
37710,3281.0
37710,14577.0
37710,21212.0
37710,23731.0
37710,23732.0
37710,23733.0
9946,919.0
1372,348.0
1372,430.0
1372,449.0
1372,705.0
1372,6194.0
1372,7380.0
1372,20938.0
106646,4.0
106646,562.0
106646,14654.0
106646,19177.0
106646,23243.0
414,6194.0
414,31080.0
563,559.0
563,9195.0
563,23434.0
83542,450.0
83542,1972.0
83542,7829.0
83542,10947.0
83542,11080.0
83542,11082.0
83542,11083.0
83542,19621.0
41216,79.0
41216,6194.0
41216,8089.0
41216,78685.0
314,79.0
314,813.0
314,6194.0
314,52945.0
314,52946.0
314,52947.0
184315,4.0
184315,8411.0
184315,19648.0
184315,34081.0
9016,2.0
9016,10217.0
18162,33.0
18162,748.0
18162,7295.0
18162,11916.0
138103,342.0
138103,925.0
138103,7571.0
138103,10254.0
138103,28384.0
138103,40822.0
257088,264.0
257088,1088.0
257088,10289.0
257088,70993.0
10214,12.0
10214,3012.0
205775,23.0
205775,705.0
205775,6194.0
205775,16314.0
205775,17888.0
205775,24175.0
205775,34401.0
205775,63571.0
11692,79.0
11692,97.0
11692,172.0
11692,54502.0
22972,33.0
22972,694.0
22972,6452.0
22972,7295.0
22972,10163.0
227973,9383.0
227973,11749.0
29193,16280.0
29193,21716.0
29193,65514.0
29193,65515.0
1734,33.0
1734,11462.0
1734,20242.0
3131,14.0
3131,7380.0
3131,7381.0
76758,724.0
76758,12205.0
76758,49512.0
9408,5.0
9408,2251.0
9890,4.0
9890,2609.0
9890,7293.0
855,130.0
855,497.0
855,1645.0
77953,2242.0
77953,4740.0
77953,6194.0
77953,36431.0
18,5.0
18,9.0
37786,12.0
37786,79.0
37786,3268.0
37786,7429.0
10501,27.0
10501,521.0
57800,9383.0
57800,11749.0
150689,2.0
150689,28788.0
150689,46339.0
150689,47706.0
7980,11.0
7980,27.0
7980,2300.0
7980,9349.0
7980,11843.0
7980,12248.0
12,3.0
122,11.0
122,12.0
121,11.0
121,12.0
121,5237.0
68737,923.0
68737,3528.0
68737,13444.0
68737,20478.0
68737,40112.0
68737,40890.0
1995,4.0
1995,657.0
1995,762.0
1995,840.0
1995,3324.0
1995,4650.0
1995,19105.0
157353,1088.0
157353,9996.0
157353,10289.0
157353,13403.0
331,13.0
331,56.0
61791,289.0
61791,290.0
61791,306.0
61791,444.0
61791,6332.0
61791,7076.0
61791,10893.0
8204,4.0
8204,862.0
47964,290.0
47964,306.0
47964,444.0
47964,2735.0
47964,10893.0
47964,12292.0
47964,22213.0
47964,34396.0
47964,34397.0
10733,23.0
10733,9195.0
9806,2.0
9806,3.0
1408,183.0
1408,415.0
1408,8411.0
1408,14723.0
32657,289.0
32657,436.0
32657,444.0
32657,711.0
32657,5219.0
32657,6332.0
32657,10893.0
32657,28431.0
607,56.0
607,441.0
607,49325.0
863,3.0
44048,306.0
44048,1645.0
44048,1838.0
44048,19776.0
44048,19777.0
5175,12.0
2655,27.0
2655,306.0
2655,11395.0
22794,5.0
22794,2251.0
8355,9383.0
8355,11749.0
116745,12.0
116745,290.0
116745,306.0
116745,9118.0
116745,10893.0
116745,12178.0
116745,22213.0
116745,37336.0
4327,5.0
1422,829.0
1422,5552.0
1422,6194.0
1422,7380.0
1422,45778.0
10674,2.0
10674,10217.0
7446,27.0
7446,11843.0
7446,12178.0
7446,12379.0
65754,5.0
65754,258.0
65754,8083.0
65754,8411.0
65754,33817.0
65754,47479.0
1572,306.0
1572,1504.0
10528,79.0
10528,1885.0
10528,6194.0
10528,19855.0
10528,23202.0
271969,4.0
271969,8411.0
271969,19857.0
271969,23920.0
10865,2.0
10865,10217.0
258509,508.0
258509,711.0
258509,5219.0
258509,10930.0
258509,22213.0
2253,60.0
2253,6100.0
2253,8411.0
2253,9168.0
10661,5.0
10661,2608.0
10661,3045.0
10661,7295.0
257344,5.0
257344,2608.0
644,27.0
644,56.0
644,385.0
644,6194.0
10756,2.0
10756,3538.0
10756,47122.0
686,6194.0
686,43910.0
9383,441.0
9383,9269.0
179,33.0
179,694.0
179,932.0
179,10163.0
179,11581.0
179,20194.0
76285,436.0
76285,444.0
76285,711.0
76285,5219.0
76285,6332.0
76285,22213.0
1996,4.0
1996,657.0
1996,762.0
1996,840.0
1996,3324.0
1996,14362.0
1996,19105.0
291805,491.0
291805,1632.0
291805,7296.0
291805,72441.0
10003,4.0
10003,2767.0
10003,11661.0
1535,33.0
1535,656.0
1535,657.0
1535,780.0
1535,919.0
1535,7385.0
2067,158.0
2067,3638.0
2067,9195.0
2067,22103.0
46195,9383.0
46195,11749.0
2277,415.0
2277,436.0
2277,441.0
2277,9195.0
2277,18990.0
10357,306.0
4477,5.0
8665,4.0
8665,763.0
8665,2471.0
8665,10104.0
8665,11371.0
8665,20344.0
9387,33.0
9387,10308.0
921,14.0
921,23.0
921,33.0
921,631.0
921,9195.0
49852,24013.0
49852,24014.0
49852,24015.0
49852,24016.0
4464,33.0
4464,158.0
4464,862.0
4464,7293.0
4464,9195.0
664,33.0
664,56.0
664,6194.0
664,23370.0
8358,27.0
8358,306.0
8358,4171.0
8358,11395.0
9836,2537.0
9836,8089.0
2502,33.0
2502,862.0
2502,7384.0
2502,11346.0
2502,11347.0
9772,441.0
9772,919.0
9772,18990.0
161,79.0
161,129.0
161,172.0
161,2596.0
161,6194.0
161,24939.0
52451,248.0
52451,264.0
52451,753.0
52451,939.0
52451,5755.0
76492,5.0
76492,2251.0
4523,2.0
4523,1894.0
4523,8908.0
4523,8909.0
59961,33.0
59961,6452.0
59961,7295.0
59961,13778.0
10481,2.0
10481,10472.0
59108,33.0
59108,3086.0
59108,7295.0
59108,12007.0
1581,5.0
1581,33.0
1581,735.0
1581,7295.0
9798,130.0
9798,1645.0
9798,9195.0
9798,79209.0
22897,33.0
22897,258.0
22897,735.0
22897,6452.0
22897,7295.0
298,79.0
298,129.0
298,2596.0
298,6194.0
7484,2251.0
157350,491.0
157350,14440.0
853,4.0
853,549.0
853,551.0
853,11358.0
853,22182.0
853,24136.0
853,24137.0
853,24138.0
10159,5.0
10159,33.0
10159,655.0
10159,10339.0
10159,11581.0
10159,90249.0
9593,441.0
9593,55528.0
1904,27.0
1904,158.0
1904,441.0
1904,780.0
9615,33.0
51052,5.0
